movieId,title,genres,year,cast,director,producer,screenwriter,composer,editor,distributor,country
440,Dave,Comedy|Romance,1993,Joel Fry,Chris Foggin,Ridoyanul Hoq,Alexandre Goyette,Hamilton Webber,Ned Bastille,Netflix,United Kingdom
441,Dazed and Confused,Comedy,1993,Jason London,Richard Linklater,Sean Daniel,Richard Linklater,Alan Silvestri,Sandra Adair,Gramercy Pictures,United States of America
442,Demolition Man,Action|Adventure|Sci-Fi,1993,Grand L. Bush,Marco Brambilla,Joel Silver,Daniel Waters,Elliot Goldenthal,Stuart Baird,InterCom,United States of America
450,With Honors,Comedy|Drama,1994,Josh Hamilton,Alek Keshishian,Amy Robinson,William Mastrosimone,Patrick Leonard,Michael R. Miller,Netflix,United States of America
453,For Love or Money,Comedy|Romance,1993,Liu Yifei,Albert S. Rogell,Robert Arthur,Larry Markes,Frank De Vol,Alma Macrorie,Universal Pictures,United States of America
455,Free Willy,Adventure|Children|Drama,1993,Stephen E. Miller,Sam Pillsbury,Jennie Lew Tugend,John Mattson,Cliff Eidelman,O. Nicholas Brown,Warner Bros. Family Entertainment,United States of America
456,Fresh,Crime|Drama|Thriller,1994,Jonica T. Gibbs,Jennifer Esposito,Jennifer Esposito,Jennifer Esposito,Alex Somers,Martin Pensa,Warner Bros. Pictures,United States of America
460,Getting Even with Dad,Comedy,1994,Dick Bright,Howard Deutch,Katie Jacobs,Jim Jennewein,Miles Goodman,Richard Halsey,Vudu,United States of America
463,Guilty as Sin,Crime|Drama|Thriller,1993,Ron White,Sidney Lumet,Martin Ransohoff,Larry Cohen,Howard Shore,Evan A. Lottman,Walt Disney Studios Motion Pictures,United States of America
464,Hard Target,Action|Adventure|Crime|Thriller,1993,Temuera Morrison,Roel,James Jacks,Matt Harvey,Trevor Morris,Bob Murawski,Universal Studios Home Entertainment,United States of America
466,Hot Part Deux,Action|Comedy|War,1993,Joseph V. Perry,Jim Abrahams,Bill Badalato,Jim Abrahams,Basil Poledouris,Malcolm Campbell,InterCom,United States of America
472,I'll Do Anything,Comedy|Drama,1994,Whittni Wright,James L. Brooks,Polly Platt,James L. Brooks,Hans Zimmer,Richard Marks,Netflix,United States of America
474,In the Line of Fire,Action|Thriller,1993,Clyde Kusatsu,Wolfgang Petersen,Gail Katz,Jeff Maguire,Ennio Morricone,Anne V. Coates,Netflix,United States of America
475,In the Name of the Father,Drama,1993,Parviz Parastui,Ebrahim Hatamikia,Franco Cristaldi,Dmitri Vasilyev,Boris Volsky,Franco Arcalli,Universal Pictures,Iran
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993,Mark Harelik,Steven Spielberg,Larry J. Franco,Peter Buchman,John Williams,Robert Dalva,Universal Pictures,United States of America
483,King of the Hill,Drama,1993,David Jensen,William Canning,William Canning,Donald Brittain,Eldon Rathburn,Steven Soderbergh,Gramercy Pictures,Canada
484,Lassie,Adventure|Children,1994,Sina Bianca Hentschel,Hanno Olderdissen,Henning Ferber,Jane Ainscough,Enis Rotthoff,Nicole,Big Bang Media,Germany
486,Life with Mikey,Comedy,1993,Kevin Zegers,James Lapine,Scott Rudin,Marc Lawrence,Alan Menken,Robert Leighton,Walt Disney Studios Motion Pictures,United States of America
487,Lightning Jack,Comedy|Western,1994,Ben Cooper,Simon Wincer,Simon Wincer,Paul Hogan,Bruce Rowland,O. Nicholas Brown,Savoy Pictures,Australia
488,M. Butterfly,Drama|Romance,1993,Shizuko Hoshi,David Cronenberg,Gabriella Martinelli,David Henry Hwang,Howard Shore,Ronald Sanders,Netflix,United States of America
490,Malice,Thriller,1993,Bruno Ziener,Floyd Russ,Hanns Lippmann,Felix Adler,Jerry Goldsmith,David Bretherton,Netflix,Dominican Republic
492,Manhattan Murder Mystery,Comedy|Mystery,1993,Frank Pellegrino,Woody Allen,Robert Greenhut,Marshall Brickman,Cole Porter,Susan E. Morse,Netflix,United States of America
494,Executive Decision,Action|Adventure|Thriller,1996,Len Cariou,Stuart Baird,Joel Silver,John Thomas,Jerry Goldsmith,Kevin Stitt,Netflix,United States of America
497,Much Ado About Nothing,Comedy|Romance,1993,Paulina,Alejandro Almendras,Joss Whedon,Alejandro Almendras,Joss Whedon,Alejandro Almendras,Netflix,Chile
501,Naked,Drama,1993,Tonto Dikeh,Cyril Jackson,Daniel Mellitz,Daniel Mellitz,Jaap Dekker,Brigitte Thoms,Kinomania,Nigeria
504,No Escape,Action|Drama|Sci-Fi,1994,Barra Brass,Daniela Kay,Irving Asher,Scott Darling,Buck Sanders,Roy V. Livingston,ADS Service,Czech Republic
508,Philadelphia,Drama,1993,Louis Theroux,Fielder Cook,James Gunn,James Gunn,Gerhard Rosenfeld,William H. Ziegler,BBC,United States of America
510,Poetic Justice,Drama,1993,Joe Torry,John Singleton,John Singleton,John Singleton,Stanley Clarke,Bruce Cannon,Hulu,United States of America
513,Radioland Murders,Comedy|Mystery|Romance,1994,Dave Hager,Mel Smith,Rick McCallum,Willard Huyck,David Newman,Don Zimmerman,Netflix,United States of America
516,Renaissance Man,Comedy|Drama,1994,Khalil Kain,Penny Marshall,Robert Greenhut,Jim Burnstein,Hans Zimmer,George Bowers,Walt Disney Studios Motion Pictures,United States of America
517,Rising Sun,Action|Drama|Mystery,1993,Julianne Nicholson,Maggie Greenwald,Howard Hughes,Maggie Greenwald,David Mansfield,Stephen A. Rotter,Netflix,United States of America
520,Robin Men in Tights,Comedy,1993,Marc Ian Sklar,Mel Brooks,Mel Brooks,J. David Shapiro,Hummie Mann,Stephen E. Rivkin,InterCom,France
521,Romeo Is Bleeding,Crime|Thriller,1993,David Proval,Peter Medak,Paul Webster,Hilary Henkin,Mark Isham,Walter Murch,Gramercy Pictures,United Kingdom
522,Romper Stomper,Action|Drama,1992,John Brumpton,Geoffrey Wright,Ian Pringle,Geoffrey Wright,John Clifford White,Bill Murphy,Netflix,Australia
524,Rudy,Drama,1993,Cornelio Sunny,Nico Cirasola,Manoj Punjabi,Nico Cirasola,Jerry Goldsmith,David Rosenbloom,Netflix,Italy
527,Schindler's List,Drama|War,1993,Daniel Del Ponte,Steven Spielberg,Gerald R. Molen,Steven Zaillian,John Williams,Michael Kahn,Vudu,United States of America
530,Second Best,Drama,1994,Atul Kale,John Madden,Graham Broadbent,Ol Parker,Thomas Newman,John Madden,InterCom,United Kingdom
534,Shadowlands,Drama|Romance,1993,Norman Bird,Richard Attenborough,Richard Attenborough,William Nicholson,George Fenton,Lesley Walker,Savoy Pictures,United Kingdom
537,Sirens,Drama,1994,Vicky Kaya,Rita Baghdadi,Viv Thomas,Allen Holubar,Dimitris Kontopoulos,Humphrey Dixon,Netflix,West Germany
538,Six Degrees of Separation,Drama,1993,Lilia Cuntapay,Antoinette Jadaone,Arnon Milchan,Antoinette Jadaone,Jerry Goldsmith,Peter Honess,Cinema One,Philippines
540,Sliver,Thriller,1993,Keene Curtis,Phillip Noyce,Robert Evans,Joe Eszterhas,Howard Shore,Richard Francis-Bruce,Netflix,United States of America
541,Blade Runner,Action|Sci-Fi|Thriller,1982,Mackenzie Davis,Charles de Lauzirika,Cynthia Sikes,Michael Green,Benjamin Wallfisch,Joe Walker,Sony Pictures Releasing,United Kingdom
544,Striking Distance,Action|Crime,1993,Julianna McCarthy,Rowdy Herrington,Marty Kaplan,Rowdy Herrington,Brad Fiedel,Pasquale Buba,Netflix,United States of America
546,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993,Francesca Roberts,Roland,Roland,Ed Solomon,Alan Silvestri,Mark Goldblatt,Walt Disney Studios Motion Pictures,United States of America
548,Terminal Velocity,Action|Mystery|Thriller,1994,Nastassja Kinski,Deran Sarafian,Ted Field,David Twohy,Joel McNeely,Peck Prior,Walt Disney Studios Motion Pictures,United States of America
554,Trial by Jury,Crime|Drama|Thriller,1994,Mike Starr,Heywood Gould,James G. Robinson,Heywood Gould,Terence Blanchard,Joel Goodman,Netflix,United States of America
555,True Romance,Crime|Thriller,1993,Joe D'Angerio,Tony Scott,Steve Perry,Roger Avary,Hans Zimmer,Michael Tronick,Netflix,France
563,Germinal,Drama|Romance,1993,Paul Escoffier,Albert Capellani,Claude Berri,Albert Capellani,Jean-Louis Roques,de Luze,Distribution,France
564,Chasers,Comedy,1994,William Benedict,Jean Marc Lariviere,Sam Katzman,Babak Amin Tafreshi,Edward J. Kay,Shaun Peter Cunningham,Monogram Pictures,Canada
574,Spanking the Monkey,Comedy|Drama,1994,Zak Orth,David O. Russell,Dean Silvers,David O. Russell,David Carbonara,Pamela Martin,Fine Line Features,United States of America
577,Andre,Adventure|Children|Drama,1994,Dolores Schmidinger,Marie Beltman Matzen,David Michael Latt,Geoff Meed,Michael Edward Parsons,Helga Borsche,InterCom,Denmark
587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,1990,Kim Jae-hyun,Rich Thorne,W. Ray Johnston,Hiroshi Takahashi,Bear McCreary,Parker Laramie,Monogram Pictures,South Korea
588,Aladdin,Adventure|Animation|Children|Comedy|Musical,1992,Kev Adams,B. S. Rajhans,William Fox,Tammy Klein,Eliza Swenson,Rob Pallatina,Fox Film Corporation,Malaysia
589,Terminator Judgment Day,Action|Sci-Fi,1991,Edward Furlong,James Cameron,James Cameron,William Wisher,Brad Fiedel,Conrad Buff IV,InterCom,United States of America
590,Dances with Wolves,Adventure|Drama|Western,1990,Michael Spears,Kevin Costner,Kevin Costner,Michael Blake,John Barry,Neil Travis,Netflix,United States of America
592,Batman,Action|Crime|Thriller,1989,Roger Craig Smith,Matt Reeves,Alan Burnett,Eli Cross,Kristopher Carter,William Hoy,Hulu,United States of America
595,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,1991,Hillebrand,David Lister,Per Holst,Paul Anthony,Gunner Pedersen,Birger Jensen,Netflix,United Kingdom
597,Pretty Woman,Comedy|Romance,1990,Lynda Goodfriend,Garry Marshall,Steven Reuther,J. F. Lawton,James Newton Howard,Priscilla Nedd-Friendly,Walt Disney Studios Motion Pictures,United States of America
605,One Fine Day,Drama|Romance,1996,Jefri Nichol,Ermanno Olmi,Lynda Obst,Ermanno Olmi,Gino Negri,Ermanno Olmi,Netflix,Indonesia
606,Farewell to the Flesh,Fantasy|Horror,1995,Kelly Rowan,Bill Condon,Gregg Fienberg,Rand Ravich,Philip Glass,Virginia Katz,Gramercy Pictures,United Kingdom
607,Century,Drama,1993,Sarah Hay,Chapman Way,Gabrielle,Aleksi Bardy,Vivek Maddala,Harri,Netflix,United States of America
608,Fargo,Comedy|Crime|Drama|Thriller,1996,Chick Hannan,Alan James,Bert Gilroy,Jack DeWitt,Stanley Wilson,Coen brothers,RKO Pictures,United States of America
613,Jane Eyre,Drama|Romance,1996,Sorcha Cusack,Travers Vale,Hugo Ballin,Hugh Whitemore,Claudio Capponi,Richard Marden,BBC,United States of America
614,Loaded,Drama|Thriller,1994,Brian Ireland,Robert A. Johnson,Vincent Kok,Patrick Kong,Ralph Rieckermann,Christopher Greenbury,Universal Pictures,Hong Kong
619,Ed,Comedy,1996,Leonora Fani,Masumura,Rob Allyn,Masumura,Simon Ho,Iza Pajak,Netflix,Italy
628,Primal Fear,Crime|Drama|Mystery|Thriller,1996,Frances McDormand,Gregory Hoblit,Gary Lucchesi,Steve Shagan,James Newton Howard,David Rosenbloom,Netflix,United States of America
629,Rude,Drama,1995,Shin Ha-kyun,Kamir,Gabriele Crisanti,Luigi Russo,Vasili Kojucharov,Otello Colangeli,Lotte Entertainment,France
637,Sgt. Bilko,Comedy,1996,Austin Pendleton,Jonathan Lynn,Brian Grazer,Nat Hiken,Alan Silvestri,Tony Lombardo,Netflix,United States of America
638,Jack and Sarah,Romance,1995,Richard Leaf,Tim Sullivan,Simon Channing-Williams,Tim Sullivan,Simon Boswell,Lesley Walker,Gramercy Pictures,United Kingdom
639,Girl 6,Comedy|Drama,1996,Ranjit Chowdhry,Spike Lee,Spike Lee,Suzan-Lori Parks,Prince,Sam Pollard,Netflix,United States of America
640,Diabolique,Drama|Thriller,1996,Dorny,Henri-Georges Clouzot,Henri-Georges Clouzot,Boileau-Narcejac,Georges Van Parys,Madeleine Gug,Netflix,France
647,Courage Under Fire,Action|Crime|Drama|War,1996,Ken Jenkins,Edward Zwick,John Davis,Patrick Sheane Duncan,James Horner,Steven Rosenblum,Netflix,United States of America
648,Impossible,Action|Adventure|Mystery|Thriller,1996,Alix,Christopher McQuarrie,David Ellison,Christopher McQuarrie,Lorne Balfe,Eddie Hamilton,Paramount Pictures,United States of America
650,Moll Flanders,Drama,1996,Stockard Channing,Pen Densham,Pen Densham,Pen Densham,Mark Mancina,Frederick Wilson,Netflix,United States of America
653,Dragonheart,Action|Adventure|Fantasy,1996,Arturo Muselli,Ivan Silvestrini,Raffaella De Laurentiis,Anna Ehring,Petter Lindgard,Johan von,Folkets Bio,United States of America
656,Eddie,Comedy,1996,Marc Benjamin,Desmond Devenish,Kurt Ulrich,Curt Johannes Braun,Matthew Margeson,Martin Walsh,Kartemquin Films,Italy
664,Faithful,Comedy,1996,Ina Halley,Chris Shepherd,Friedrich Wilhelm Gaik,Rudolf Dortenwald,Willy Schmidt-Gentner,Margarete Steinborn,RKO Pictures,United Kingdom
665,Underground,Comedy|Drama|War,1995,Victor,Pino Mercanti,Pierre Patry,Langevin,Moudy El Imam,Affonso,Indican Pictures,Italy
671,Mystery Science Theater The Movie,Comedy|Sci-Fi,1996,Trace Beaulieu,Jim Mallon,Jim Mallon,Paul Chaplin,Billy Barber,Bill Johnson,Netflix,United States of America
674,Barbarella,Adventure|Comedy|Sci-Fi,1968,Rachael Madori,Axel Braun,Axel Braun,Mischief Marie,Maurice Jarre,Victoria Mercanton,Xfinity Streampix,United States of America
684,Windows,Drama,1980,Pinna Nesbit,Travers Vale,Jesse Louis Lasky,Zymber Kelmendi,James Tenney,Barry Malkin,Kino Lorber,United States of America
685,It's My Party,Drama,1996,Devon Gummersall,Randal Kleiser,Randal Kleiser,Randal Kleiser,Basil Poledouris,Ila von Hasperg,Netflix,United States of America
691,Mrs. Winterbourne,Comedy|Romance,1996,Peter Gerety,Richard Benjamin,Dale Pollock,Phoef Sutton,Patrick Doyle,Jacqueline Cambas,InterCom,United States of America
692,Solo,Action|Sci-Fi|Thriller,1996,Josh Bernstein,Oleg Nikolayevsky,Jadon Gauthier,Marta Buchaca,S. Thaman,Jeanne Oberson,Netflix,Australia
695,True Crime,Mystery|Thriller,1996,Kevin Dillon,Pat Verducci,Richard D. Zanuck,Stephen Schiff,Blake Leyh,Joel Cox,Trimark Pictures,United States of America
698,Delta of Venus,Drama,1995,Pavel Chalupa,Zalman King,Evzen Kolar,Patricia Louisianna Knop,George S. Clinton,James Gavin Bedford,New Line Cinema,Czech Republic
700,Angus,Comedy,1995,Bravo,Delfos,Lynda Obst,Chris Viscardi,Ernesto II,Martin Walsh,Netflix,Mexico
702,Faces,Drama,1968,Lowell Sherman,Lowell Sherman,Alfonso,Kubec Glasmon,Lavista,Rose Loewinger,Sono Art-World Wide Pictures,United States of America
706,Sunset Park,Drama,1996,Camille Saviola,Steve Gomer,Danny DeVito,Seth Zvi Rosenfeld,Miles Goodman,Arthur Coburn,TriStar Pictures,United States of America
707,Mulholland Falls,Crime|Drama|Thriller,1996,Kyle Chandler,Lee Tamahori,Richard D. Zanuck,Pete Dexter,Dave Grusin,Sally Menke,Netflix,United States of America
710,Celtic Pride,Comedy,1996,Vladimir Cuk,Tom DeCerchio,Roger Birnbaum,Judd Apatow,Basil Poledouris,Hubert C. de la Bouillerie,Walt Disney Studios Motion Pictures,United States of America
711,Flipper,Adventure|Children,1996,Chelsea Field,Alan Shapiro,Ivan Tors,Alan Shapiro,Joel McNeely,Peck Prior,Netflix,United States of America
713,Of Love and Shadows,Drama,1994,Diego Leske,Betty Kaplan,Richard B. Goodwin,Hugo Quintana,Nieto,Bill Butler,Netflix,Argentina
714,Dead Man,Drama|Mystery|Western,1995,David Gerard,Sheona McDonald,Ron Ormond,Yeon Sang-ho,Walter Greene,Arthur Roberts,CJ ENM,Spain
730,Low Life,Drama,1994,George Hickenlooper,Lior Shamriz,Lee Tae-won,George Hickenlooper,Shin Jung-hyeon,Park Sun-duk,UST Inc.,Germany
731,Heaven's Prisoners,Crime|Thriller,1996,Lenore Banks,Phil Joanou,Albert S. Ruddy,Scott Frank,George Fenton,William Steinkamp,Netflix,United States of America
736,Twister,Action|Adventure|Romance|Thriller,1996,Helen Hunt,Lee Isaac Chung,Pat Crowley,Mark L. Smith,Herman Witkam,Michael Kahn,Warner Bros. Pictures,United States of America
751,Careful,Comedy|Horror,1992,Daniel Grao,V. K. Prakash,Suresh Balaje,Juan Carlos Rubio,Leigh Harline,Guy Maddin,Starz Distribution,Spain
755,Kim,Children|Drama,1950,Kim Joo-ah,Lim Ji-sun,Dorothy Davenport,David Koepp,Cliff Martinez,Sara Reither,Max,South Korea
760,Stalingrad,Drama|War,1993,Eva Bartok,Fleur Albert,Ilse Kubaschewski,Heinz G. Konsalik,Siegfried Franz,Le,Columbia Pictures,United States of America
762,Striptease,Comedy|Crime,1996,Veronica Miriel,Lorente,Enrique Esteban,Enrique Esteban,Francis Lai,Antonio Rojo,Suevia Films,Spain
764,Heavy,Drama|Romance,1995,Kenta Kiguchi,Ido Haar,Ido Haar,Shuko Nemoto,Avi Belleli,Philipp Thomas,Netflix,Israel
765,Jack,Comedy|Drama,1996,Wally Wales,Victor Adamson,Victor Adamson,Bennett Cohen,Mathieu Lamboley,Maxmilian Cuba,ADS Service,United States of America
778,Trainspotting,Comedy|Crime|Drama,1996,Ewen Bremner,Danny Boyle,Bernard Bellew,John Hodge,Rick Smith,Jon Harris,Netflix,United Kingdom
781,Stealing Beauty,Drama,1996,Francesco Siciliano,Bernardo Bertolucci,Jeremy Thomas,Susan Minot,Richard Hartley,Pietro Scalia,Netflix,United Kingdom
785,Kingpin,Comedy,1996,Emilio Ramon Ejercito,Buichi,Steve Stabler,Roy C. Iglesias,Freedy Johnston,Christopher Greenbury,VIVA Films,Japan
786,Eraser,Action|Drama|Thriller,1996,Jacky Lai,John Pogue,Stephen Brown,Michael D. Weiss,Mark Kilian,Michael Tronick,InterCom,United States of America
798,Daylight,Action|Adventure|Drama|Thriller,1996,Amaryllis Tremblay,Emmanuel Tardif,Emmanuel Tardif,Emmanuel Tardif,Patrick Williams,Hermann Haller,Films du 3 Mars,Canada
800,Lone Star,Drama|Mystery|Western,1996,Thomas G. Lingham,Robert Emmett Tansey,Sol M. Wurtzel,Charles Kenyon,Mort Glickman,Charles Craft,Fox Film Corporation,United States of America
802,Phenomenon,Drama|Romance,1996,Qayyum Ansari,Pablo Lejarreta,Michael Taylor,Gerald Di Pego,Thomas Newman,Bruce Green,Netflix,Spain
803,Walking and Talking,Comedy|Drama|Romance,1996,Brenda Denmark,Nicole Holofcener,James Schamus,Nicole Holofcener,Billy Bragg,Alisa Lepselter,Netflix,Germany
808,Alaska,Adventure|Children,1996,Ray Middleton,Brian Presley,Armand Schaefer,Claudio Cupellini,Mort Glickman,Giuseppe Trepiccione,01 Distribution,United States of America
809,Fled,Action|Adventure,1996,Roma Bahn,Otto Schenk,Guido Bagier,Peter Weiser,Karl,Lothar Wolff,Terra Film,Austria
831,Stonewall,Drama,1995,Yan England,Roland Emmerich,Michael Fossat,Jon Robin Baitz,Rob Simonsen,Dominique Fortin,Netflix,United States of America
832,Ransom,Crime|Thriller,1996,Paul Koslo,Fred C. Newmeyer,Carl Laemmle Jr.,Ronald Silkosky,Don Ellis,Tina Hirsch,New World Pictures,United States of America
835,Foxfire,Drama,1996,Jessica Tandy,Jud Taylor,Aaron Rosenberg,Ketti Frings,Frank Skinner,Ted J. Kent,Netflix,United States of America
836,Chain Reaction,Action|Adventure|Thriller,1996,Rita Edochie,Ndubuisi Okoh,David Elfick,Josh Friedman,Muchy,Don Brochu,Kino,Nigeria
837,Matilda,Children|Comedy|Fantasy,1996,Alisha Weir,Matthew Warchus,Tim Bevan,Dennis Kelly,Tim Minchin,Melanie Oliver,Sony Pictures Releasing,United Kingdom
838,Emma,Comedy|Drama|Romance,1996,Jason Sarcinelli,Rolfe Kanefsky,Tanya Nanette Badendyck,Rolfe Kanefsky,Lars Kilevold,Leif Axel Kjeldsen,SF Norge,United States of America
851,Basquiat,Drama,1996,Fab Five Freddy,Sara Driver,Joseph Allen,Julian Schnabel,John Cale,Michael Berenbaum,Netflix,United States of America
852,Tin Cup,Comedy|Drama|Romance,1996,Lance Barrow,Ron Shelton,Gary Foster,Ron Shelton,William Ross,Paul Seydor,Vudu,United States of America
869,Kansas City,Crime|Drama|Musical|Thriller,1996,Jane Frazee,Dave Fleischer,Ted Richmond,Tim Kincaid,Leo F. Forbstein,Gene Havlick,Columbia Pictures,United States of America
875,Nothing to Lose,Action|Crime|Drama,1994,Gontijo,Alexandre Avancini,Dan Jinks,Danny Pang Phat,Robert Folk,Malcolm Campbell,Paris Filmes,Brazil
877,Girls Town,Comedy|Drama,1996,Tom Gilroy,Jim McKay,Albert Zugsmith,Jim McKay,Guru,Alex Hall,Metro-Goldwyn-Mayer,United States of America
885,Bogus,Children|Drama|Fantasy,1996,Pauly Shore,Susan Johnson,Mark Amin,Chris Matheson,David Newman,David Finfer,Orion Pictures,South Korea
892,Twelfth Night,Comedy|Drama|Romance,1996,Climent,Miguel Bardem,Simon Curtis,Cimadevilla,Alan John,Peter Boyle,Fine Line Features,Spain
893,Mother Night,Drama,1996,Frankie Faison,Keith Gordon,Robert B. Weide,Robert B. Weide,Michael Convertino,Jay Rabinowitz,Fine Line Features,United States of America
897,For Whom the Bell Tolls,Adventure|Drama|Romance|War,1943,Soledad,Sam Wood,Sam Wood,Dudley Nichols,Victor Young,John F. Link Sr.,Netflix,United States of America
